NOM;CODI;DATA_INI;DATA_FI;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
METROPOLITANA NORD;12;2021-01-06;2021-01-12;844.484;1.48264;589.6613;336.6165;6791;3666.2008;51337;22626;10.0905;529;82;74;3595;3196;3470;3153;45015;20621;19769;0
METROPOLITANA NORD;12;2021-01-05;2021-01-11;803.98;1.46298;567.6036;330.7179;6672;3558.4895;46879;24911;10.2667;477;79;70;3258;3414;3192;3364;41121;22736;18205;0
METROPOLITANA NORD;12;2021-01-04;2021-01-10;741.61;1.43546;532.9555;312.4769;6304;3506.3935;43624;27115;9.9687;446;75;68;2783;3521;2758;3520;38254;24723;15926;0
METROPOLITANA NORD;12;2021-01-03;2021-01-09;702.234;1.38865;520.9600;304.7938;6149;3465.4503;42459;27454;9.8044;443;75;73;2636;3513;2602;3502;37212;25046;14693;0
METROPOLITANA NORD;12;2021-01-02;2021-01-08;646.803;1.32579;503.4625;295.1281;5954;3387.3806;40153;28185;9.5897;424;68;65;2407;3547;2322;3519;35158;25751;13079;0
METROPOLITANA NORD;12;2021-01-01;2021-01-07;580.389;1.32354;452.5066;248.2863;5009;2846.4942;31872;25554;9.2368;385;67;61;1737;3272;1529;3203;27867;23363;8231;0
METROPOLITANA NORD;12;2020-12-31;2021-01-06;585.276;1.44479;417.2637;228.8556;4617;2827.1626;32859;24177;8.8436;371;70;61;1665;2952;1648;2861;28876;22110;5271;0
METROPOLITANA NORD;12;2020-12-30;2021-01-05;638.312;1.54597;424.8972;253.0448;5105;3273.1759;37514;28520;8.4766;372;67;71;1870;3235;1838;3152;32782;26086;5253;0
METROPOLITANA NORD;12;2020-12-29;2021-01-04;603.238;1.57189;394.4128;236.8856;4779;3192.5287;36122;28285;7.9794;356;64;68;1736;3043;1660;2916;31593;25755;2605;0
METROPOLITANA NORD;12;2020-12-28;2021-01-03;560.799;1.57596;366.0599;220.4786;4448;3090.6168;35106;27245;7.5450;373;57;70;1632;2816;1566;2627;30808;24765;1847;0
METROPOLITANA NORD;12;2020-12-27;2021-01-02;549.153;1.57575;358.4264;216.1662;4361;3085.1643;35222;27019;7.4055;353;56;63;1608;2753;1556;2553;30950;24536;2005;0
METROPOLITANA NORD;12;2020-12-26;2021-01-01;524.779;1.54797;347.6206;208.3344;4203;3019.0901;34719;26189;7.3371;345;63;65;1591;2612;1546;2426;30370;23766;1388;0
METROPOLITANA NORD;12;2020-12-25;2020-12-31;477.633;1.37764;355.0062;204.2203;4120;3026.2775;34648;26405;7.2209;335;64;64;1567;2553;1534;2379;30298;23892;1387;0
METROPOLITANA NORD;12;2020-12-24;2020-12-30;395.748;1.19771;338.9462;188.4081;3801;3117.4331;34095;28797;6.3452;329;58;57;1408;2393;1309;2217;29968;25602;817;0
METROPOLITANA NORD;12;2020-12-23;2020-12-29;335.223;1.07053;321.4983;171.8523;3467;3143.9520;33827;29600;5.7565;332;56;53;1242;2225;1174;2061;30093;26104;170;0
METROPOLITANA NORD;12;2020-12-22;2020-12-28;305.539;1.01863;311.2872;157.5272;3178;3191.4877;34797;29589;5.2598;333;59;53;1177;2001;1136;1863;31072;25945;162;0
METROPOLITANA NORD;12;2020-12-21;2020-12-27;287.314;0.992753;300.0353;145.5813;2937;3196.7419;35348;29144;4.9158;311;57;52;1152;1785;1127;1683;31689;25474;161;0
METROPOLITANA NORD;12;2020-12-20;2020-12-26;286.865;1.00561;296.0698;142.2602;2870;3264.4519;37016;28842;4.7448;311;56;49;1132;1738;1112;1667;33324;25245;0;0
METROPOLITANA NORD;12;2020-12-19;2020-12-25;292.216;1.03708;292.3027;139.2861;2810;3328.6921;37638;29516;4.5780;317;45;52;1096;1714;1089;1669;34230;26015;0;0
METROPOLITANA NORD;12;2020-12-18;2020-12-24;316.934;1.08129;304.0503;150.7859;3042;3684.5410;42152;32181;4.5570;323;44;53;1175;1867;1218;1841;38498;28629;0;0
METROPOLITANA NORD;12;2020-12-17;2020-12-23;316.787;1.083;304.8434;150.5381;3037;3532.4167;42198;29066;4.6164;320;40;55;1206;1831;1217;1788;38663;26431;0;0
METROPOLITANA NORD;12;2020-12-16;2020-12-22;314.085;1.08619;301.2249;149.6459;3019;3356.0041;41194;26511;4.8134;289;39;52;1204;1815;1230;1769;37827;24478;0;0
METROPOLITANA NORD;12;2020-12-15;2020-12-21;308.071;1.15067;279.4150;153.7600;3102;3289.0872;41522;24833;4.9299;282;33;47;1283;1819;1276;1763;38303;23341;0;0
METROPOLITANA NORD;12;2020-12-14;2020-12-20;309.34;1.21694;265.9820;154.4540;3116;3181.3758;41179;23003;5.0809;276;37;45;1287;1829;1281;1771;38017;22051;0;0
METROPOLITANA NORD;12;2020-12-13;2020-12-19;332.861;1.33224;261.5209;153.8096;3103;3085.7591;39349;22904;5.2297;262;35;53;1267;1836;1267;1777;36251;21955;0;0
METROPOLITANA NORD;12;2020-12-12;2020-12-18;350.508;1.43003;257.0598;153.0165;3087;3208.6383;40292;24440;4.9324;258;37;46;1274;1813;1253;1740;37233;23448;0;0
METROPOLITANA NORD;12;2020-12-11;2020-12-17;370.171;1.56412;248.9306;153.2643;3092;3378.1610;42014;26138;4.6489;256;38;45;1297;1795;1258;1721;38896;25183;0;0
METROPOLITANA NORD;12;2020-12-10;2020-12-16;361.564;1.56779;242.1398;154.3053;3113;3527.9556;43895;27279;4.4895;248;38;54;1331;1782;1308;1700;40697;26304;0;0
METROPOLITANA NORD;12;2020-12-09;2020-12-15;340.242;1.53519;232.1766;151.5790;3058;3531.0288;42539;28697;4.3447;261;38;52;1292;1766;1225;1694;39442;27744;0;0
METROPOLITANA NORD;12;2020-12-08;2020-12-14;300.261;1.42345;220.4786;125.6549;2535;3006.4502;35479;25174;4.1992;247;39;51;1034;1501;975;1429;32875;24374;0;0
METROPOLITANA NORD;12;2020-12-07;2020-12-13;269.499;1.34817;208.0370;111.5280;2250;2897.7475;34670;23790;3.9044;247;35;52;955;1295;921;1228;31960;23081;0;0
METROPOLITANA NORD;12;2020-12-06;2020-12-12;241.401;1.22661;205.0629;107.7113;2173;2872.2200;34334;23611;3.8200;241;33;45;952;1221;917;1165;31602;22900;0;0
METROPOLITANA NORD;12;2020-12-05;2020-12-11;219.251;1.11208;205.2612;104.0433;2099;2797.3722;33958;22477;3.8440;253;34;45;927;1172;909;1129;31206;21812;0;0
METROPOLITANA NORD;12;2020-12-04;2020-12-10;178.814;0.926464;201.4445;95.6663;1930;2673.9478;32428;21517;3.7167;245;30;47;846;1084;839;1041;29698;20884;0;0
METROPOLITANA NORD;12;2020-12-03;2020-12-09;165.213;0.881078;195.9424;87.8345;1772;2542.5925;30784;20511;3.5318;255;35;47;763;1009;736;965;28221;19942;0;0
METROPOLITANA NORD;12;2020-12-02;2020-12-08;160.242;0.882539;189.6473;80.5976;1626;2625.4207;33547;19419;3.2372;264;35;50;738;888;760;847;30804;18838;0;0
METROPOLITANA NORD;12;2020-12-01;2020-12-07;178.378;0.921582;201.6923;94.8236;1913;3086.5026;39739;22529;3.2968;287;40;57;872;1041;910;1015;36480;21910;0;0
METROPOLITANA NORD;12;2020-11-30;2020-12-06;183.348;0.935906;203.8733;96.5089;1947;3098.2007;39811;22693;3.3113;298;43;58;871;1076;888;1058;36665;22103;0;0
METROPOLITANA NORD;12;2020-11-29;2020-12-05;189.33;0.96178;204.9142;97.3516;1964;3108.3126;40038;22670;3.2850;310;49;64;875;1089;878;1058;36848;22087;0;0
METROPOLITANA NORD;12;2020-11-28;2020-12-04;198.975;1.00975;204.9638;101.2179;2042;3121.6959;41519;21459;3.4142;295;47;67;925;1117;935;1085;38257;20908;0;0
METROPOLITANA NORD;12;2020-11-27;2020-12-03;212.195;1.04918;210.5154;105.7781;2134;3134.2366;42831;20400;3.5315;300;53;71;1011;1123;1026;1069;39473;19851;0;0
METROPOLITANA NORD;12;2020-11-26;2020-12-02;216.75;1.05941;213.8860;108.1078;2181;3204.8711;45310;19346;3.4939;307;55;68;1062;1119;1093;1027;41893;18784;0;0
METROPOLITANA NORD;12;2020-11-25;2020-12-01;218.928;1.0473;218.2976;109.0496;2200;3254.7861;46504;19159;3.3867;316;55;70;1093;1107;1096;1000;43232;18657;0;0
METROPOLITANA NORD;12;2020-11-24;2020-11-30;223.397;1.02086;227.0711;106.8686;2156;3344.3060;47294;20175;3.2483;315;56;64;1083;1073;1096;972;44050;19615;0;0
METROPOLITANA NORD;12;2020-11-23;2020-11-29;228.401;0.985259;240.1075;107.3643;2166;3526.7659;49586;21564;3.1393;312;53;67;1118;1048;1151;954;46132;20921;0;0
METROPOLITANA NORD;12;2020-11-22;2020-11-28;220.26;0.94202;241.6441;107.5626;2170;3525.0311;49587;21528;3.1797;323;53;64;1131;1039;1173;959;46190;20860;0;0
METROPOLITANA NORD;12;2020-11-21;2020-11-27;206.037;0.865655;245.4609;103.7459;2093;3336.2760;46487;20820;3.2350;331;61;68;1076;1017;1116;933;43196;20142;0;0
METROPOLITANA NORD;12;2020-11-20;2020-11-26;198.258;0.798937;256.7128;104.7372;2113;3158.4754;44214;19506;3.4741;355;61;67;1098;1015;1127;954;41029;18871;0;0
METROPOLITANA NORD;12;2020-11-19;2020-11-25;199.384;0.757288;271.2363;105.7781;2134;2934.1305;40641;18553;3.9054;368;60;71;1118;1016;1149;1012;37403;17931;0;0
METROPOLITANA NORD;12;2020-11-18;2020-11-24;208.061;0.742622;289.0808;109.2479;2204;2679.9951;37233;16834;4.5885;372;63;75;1146;1058;1227;1071;33845;16237;0;0
METROPOLITANA NORD;12;2020-11-17;2020-11-23;222.203;0.742902;309.6019;120.2024;2425;2536.6939;36562;14614;5.3615;387;68;86;1313;1112;1413;1116;33093;14077;0;0
METROPOLITANA NORD;12;2020-11-16;2020-11-22;245.01;0.750588;336.8148;132.7432;2678;2396.3172;35049;13295;6.1275;407;72;88;1452;1226;1507;1223;31726;12827;0;0
METROPOLITANA NORD;12;2020-11-15;2020-11-21;252.453;0.757508;343.5065;134.0815;2705;2416.9375;35500;13260;6.1390;412;72;88;1472;1233;1531;1230;32160;12815;0;0
METROPOLITANA NORD;12;2020-11-14;2020-11-20;270.22;0.768329;362.4910;141.7150;2859;2459.4174;36361;13256;6.3451;426;70;91;1598;1261;1657;1248;32972;12811;0;0
METROPOLITANA NORD;12;2020-11-13;2020-11-19;289.979;0.760962;392.4797;151.9756;3066;2544.6744;37943;13394;6.6262;436;74;88;1736;1330;1815;1328;34511;12922;0;0
METROPOLITANA NORD;12;2020-11-12;2020-11-18;309.811;0.754826;421.8240;165.4581;3338;2609.9059;39216;13437;7.0290;443;81;86;1914;1424;2010;1420;35812;12986;0;0
METROPOLITANA NORD;12;2020-11-11;2020-11-17;329.792;0.744943;454.4397;179.8328;3628;2728.8197;41551;13501;7.2378;460;84;91;2137;1491;2231;1472;38121;13041;0;0
METROPOLITANA NORD;12;2020-11-10;2020-11-16;351.823;0.733926;491.2688;189.3994;3821;2802.6265;42704;13837;7.4120;468;86;93;2292;1529;2384;1515;39241;13363;0;0
METROPOLITANA NORD;12;2020-11-09;2020-11-15;378.464;0.7327;528.9901;204.0716;4117;2913.3119;44701;14073;7.6865;479;97;104;2452;1665;2554;1650;41093;13600;0;0
METROPOLITANA NORD;12;2020-11-08;2020-11-14;392.555;0.737583;544.9510;209.4249;4225;2937.7489;45131;14136;7.8636;486;96;117;2514;1711;2644;1696;41538;13653;0;0
METROPOLITANA NORD;12;2020-11-07;2020-11-13;414.47;0.747944;566.6618;220.7760;4454;3055.4730;47391;14251;7.9918;501;99;115;2712;1742;2875;1717;43690;13769;0;0
METROPOLITANA NORD;12;2020-11-06;2020-11-12;451.622;0.766941;600.7150;240.5041;4852;3222.4182;50681;14329;8.3284;503;99;127;3036;1816;3269;1784;46835;13837;0;0
METROPOLITANA NORD;12;2020-11-05;2020-11-11;489.763;0.794316;627.9774;256.3658;5172;3377.7644;53718;14426;8.5238;527;96;132;3286;1886;3587;1848;49848;13915;0;0
METROPOLITANA NORD;12;2020-11-04;2020-11-10;533.961;0.821856;660.7915;274.6069;5540;3517.4472;56258;14704;8.7890;571;97;130;3555;1985;3882;1969;52401;14171;0;0
METROPOLITANA NORD;12;2020-11-03;2020-11-09;584.877;0.849109;700.3963;301.8693;6090;3642.0116;58882;14593;9.1866;618;97;133;3917;2173;4208;2135;54978;14068;0;0
METROPOLITANA NORD;12;2020-11-02;2020-11-08;627.651;0.865278;737.2750;324.9184;6555;3633.8329;59248;14062;9.6668;656;96;133;4266;2289;4451;2224;55481;13570;0;0
METROPOLITANA NORD;12;2020-11-01;2020-11-07;655.553;0.876405;760.0763;335.5260;6769;3748.9299;61674;13958;9.6600;666;100;121;4477;2292;4673;2212;57792;13481;0;0
METROPOLITANA NORD;12;2020-10-31;2020-11-06;674.807;0.88704;773.9553;345.8857;6978;3852.9732;63856;13875;9.8043;679;96;123;4679;2299;4973;2223;59991;13405;0;0
METROPOLITANA NORD;12;2020-10-30;2020-11-05;705.93;0.899943;799.0863;360.2109;7267;3900.1620;65164;13519;10.0202;706;102;122;4935;2332;5214;2259;61480;13099;0;0
METROPOLITANA NORD;12;2020-10-29;2020-11-04;738.566;0.904346;830.8594;371.6115;7497;4006.6341;67819;13012;10.0366;718;101;109;5196;2301;5459;2241;64109;12610;0;0
METROPOLITANA NORD;12;2020-10-28;2020-11-03;760.067;0.906717;854.1564;386.1845;7791;3954.0424;67661;12109;10.3583;693;99;106;5534;2257;5680;2184;64147;11773;0;0
METROPOLITANA NORD;12;2020-10-27;2020-11-02;776.712;0.919668;861.0464;398.5270;8040;3944.5750;68439;11140;10.6986;676;104;95;5902;2138;6067;2066;65178;10841;0;0
METROPOLITANA NORD;12;2020-10-26;2020-11-01;796.195;0.943127;859.9063;412.3565;8319;4031.5173;70805;10528;10.8111;651;96;85;6263;2056;6423;1994;67595;10260;0;0
METROPOLITANA NORD;12;2020-10-25;2020-10-31;829.829;0.977014;864.6648;424.5502;8565;4056.0535;71394;10434;11.1253;664;98;83;6506;2059;6731;1990;68221;10168;0;0
METROPOLITANA NORD;12;2020-10-24;2020-10-30;879.775;1.04072;860.6002;428.0695;8636;4006.4359;70643;10184;11.2216;668;96;78;6590;2046;6707;1973;67430;9921;0;0
METROPOLITANA NORD;12;2020-10-23;2020-10-29;955.19;1.14811;845.8290;438.8754;8854;3949.8787;70148;9538;11.4796;660;89;66;6840;2014;6826;1928;66961;9296;0;0
METROPOLITANA NORD;12;2020-10-22;2020-10-28;1020.31;1.24257;834.1309;459.2478;9265;3908.8860;70118;8741;11.9358;634;86;67;7294;1971;7168;1857;67061;8552;0;0
METROPOLITANA NORD;12;2020-10-21;2020-10-27;1050.7;1.30928;815.4933;467.9718;9441;3997.6128;72834;7815;12.0690;636;91;60;7629;1812;7639;1689;69641;7648;0;0
METROPOLITANA NORD;12;2020-10-20;2020-10-26;1049.58;1.34609;790.3128;462.5193;9331;3933.6700;72863;6496;12.1774;612;84;54;7734;1597;7793;1470;69702;6365;0;0
METROPOLITANA NORD;12;2020-10-19;2020-10-25;1001.15;1.38976;730.3850;447.5498;9029;3806.0323;72259;4525;11.9720;599;92;49;7896;1133;7806;995;69095;4418;0;0
METROPOLITANA NORD;12;2020-10-18;2020-10-24;1006.06;1.4314;712.6892;440.1146;8879;3776.7871;71899;4295;11.7395;576;85;48;7814;1065;7622;942;68758;4192;0;0
METROPOLITANA NORD;12;2020-10-17;2020-10-23;1043.06;1.52703;691.1271;432.5307;8726;3791.8063;72580;3917;11.3823;556;84;47;7770;956;7515;846;69631;3825;0;0
METROPOLITANA NORD;12;2020-10-16;2020-10-22;980.444;1.50237;657.9661;406.9536;8210;3679.0885;71641;2582;11.1320;537;85;46;7550;660;7386;551;68778;2521;0;0
METROPOLITANA NORD;12;2020-10-15;2020-10-21;901.462;1.48196;613.9993;374.8830;7563;3546.3453;70087;1458;10.6220;511;79;48;7152;411;6984;310;67255;1414;0;0
METROPOLITANA NORD;12;2020-10-14;2020-10-20;812.997;1.44139;568.3967;347.5215;7011;3303.2637;65974;667;10.3584;483;71;42;6760;251;6479;156;63414;640;0;0
METROPOLITANA NORD;12;2020-10-13;2020-10-19;744.062;1.42765;524.0333;327.7934;6613;3110.9397;62505;256;10.0237;453;62;42;6473;140;5988;61;60107;240;0;0
METROPOLITANA NORD;12;2020-10-12;2020-10-18;663.869;1.37941;484.2797;282.8352;5706;2754.7437;55404;171;10.1181;413;48;38;5605;101;5366;49;53355;163;0;0
METROPOLITANA NORD;12;2020-10-11;2020-10-17;638.414;1.38084;465.4438;272.5746;5499;2669.1397;53773;75;10.0415;395;46;34;5441;58;5189;16;51765;70;0;0
METROPOLITANA NORD;12;2020-10-10;2020-10-16;592.667;1.34206;444.6748;258.5964;5217;2485.0936;50135;0;10.2454;370;44;29;5181;36;4927;0;48090;0;0;0
METROPOLITANA NORD;12;2020-10-09;2020-10-15;587.507;1.41148;419.3456;251.0125;5064;2366.6260;47745;0;10.2265;337;31;27;5038;26;4692;0;45881;0;0;0
METROPOLITANA NORD;12;2020-10-08;2020-10-14;551.922;1.40704;395.4538;239.1162;4824;2252.0742;45434;0;10.3296;332;34;21;4803;21;4525;0;43806;0;0;0
METROPOLITANA NORD;12;2020-10-07;2020-10-13;517.107;1.42146;368.0426;220.8751;4456;2170.8818;43796;0;9.8009;300;29;21;4441;15;4144;0;42282;0;0;0
METROPOLITANA NORD;12;2020-10-06;2020-10-12;471.316;1.42169;336.1208;196.2398;3959;2231.2061;45013;0;8.7316;285;29;26;3951;8;3802;0;43543;0;0;0
METROPOLITANA NORD;12;2020-10-05;2020-10-11;473.316;1.43877;333.6424;201.4445;4064;2430.8662;49041;0;8.1034;277;34;24;4058;6;3845;0;47449;0;0;0
METROPOLITANA NORD;12;2020-10-04;2020-10-10;445.894;1.4016;322.7375;192.8692;3891;2408.1144;48582;0;7.8325;270;35;25;3885;6;3684;0;47035;0;0;0
METROPOLITANA NORD;12;2020-10-03;2020-10-09;419.338;1.3569;313.5178;186.0784;3754;2397.2590;48363;0;7.6011;255;35;24;3748;6;3569;0;46954;0;0;0
METROPOLITANA NORD;12;2020-10-02;2020-10-08;372.067;1.30406;289.8738;168.3330;3396;2390.3691;48224;0;6.9755;262;43;21;3390;6;3265;0;46807;0;0;0
METROPOLITANA NORD;12;2020-10-01;2020-10-07;346.407;1.30974;267.7169;156.3375;3154;2319.2885;46790;0;6.5524;246;40;22;3149;5;2973;0;45373;0;0;0
METROPOLITANA NORD;12;2020-09-30;2020-10-06;329.322;1.31676;252.5491;147.1675;2969;2307.1443;46545;0;6.3158;251;44;25;2966;3;2850;0;45125;0;0;0
METROPOLITANA NORD;12;2020-09-29;2020-10-05;316.544;1.32163;241.6937;139.8810;2822;2227.3894;44915;21;6.2311;247;42;24;2799;23;2692;21;43519;21;0;0
METROPOLITANA NORD;12;2020-09-28;2020-10-04;302.584;1.30667;234.3576;132.1979;2667;2206.6699;44497;21;6.0235;247;34;22;2641;26;2575;21;43077;21;0;0
METROPOLITANA NORD;12;2020-09-27;2020-10-03;293.346;1.28563;231.0366;129.8682;2620;2178.4657;43928;21;5.9571;235;32;24;2594;26;2511;21;42483;21;0;0
METROPOLITANA NORD;12;2020-09-26;2020-10-02;275.467;1.22743;228.0129;127.4394;2571;2145.1064;43255;21;6.0168;232;30;22;2546;25;2496;21;41812;21;0;0
METROPOLITANA NORD;12;2020-09-25;2020-10-01;251.963;1.15562;221.5691;121.5408;2452;2061.6338;41571;21;5.8496;216;27;26;2428;24;2330;21;40170;21;0;0
METROPOLITANA NORD;12;2020-09-24;2020-09-30;228.821;1.0858;214.4313;111.3793;2247;1968.4955;39692;21;5.6397;207;22;26;2224;23;2143;21;38350;21;0;0
METROPOLITANA NORD;12;2020-09-23;2020-09-29;219.3;1.03473;214.0347;105.3816;2126;1959.4741;39509;22;5.3256;195;18;25;2102;24;2011;22;38152;22;0;0
METROPOLITANA NORD;12;2020-09-22;2020-09-28;210.153;0.991344;213.9356;101.8127;2054;1896.6218;38262;1;5.2639;189;20;21;2050;4;1943;1;36930;1;0;0
METROPOLITANA NORD;12;2020-09-21;2020-09-27;202.577;0.975839;209.8215;102.1597;2061;1916.0029;38653;1;5.3532;185;19;23;2060;1;1996;1;37304;1;0;0
METROPOLITANA NORD;12;2020-09-20;2020-09-26;200.117;0.968417;208.9788;101.1683;2041;1906.9816;38471;1;5.4066;190;23;18;2040;1;2008;1;37157;1;0;0
METROPOLITANA NORD;12;2020-09-19;2020-09-25;203.997;0.989342;208.6318;100.5735;2029;1919.5718;38725;1;5.2436;189;24;22;2028;1;1960;1;37397;1;0;0
METROPOLITANA NORD;12;2020-09-18;2020-09-24;218.809;1.10844;199.7096;100.0283;2018;1902.8674;38388;1;5.3485;190;27;18;2017;1;1982;1;37075;1;0;0
METROPOLITANA NORD;12;2020-09-17;2020-09-23;239.695;1.20207;201.5932;103.0519;2079;1901.0334;38351;1;5.5377;191;30;20;2078;1;2048;1;37000;1;0;0
METROPOLITANA NORD;12;2020-09-16;2020-09-22;254.078;1.27902;200.6018;108.6531;2192;1804.0287;36395;0;6.1606;193;30;19;2192;0;2162;0;35094;0;0;0
METROPOLITANA NORD;12;2020-09-15;2020-09-21;257.163;1.30869;198.6191;112.1229;2262;1760.0123;35507;0;6.7014;210;31;20;2262;0;2289;0;34157;0;0;0
METROPOLITANA NORD;12;2020-09-14;2020-09-20;252.348;1.32703;191.5309;107.6617;2172;1654.2341;33373;0;6.7856;221;32;23;2172;0;2171;0;31994;0;0;0
METROPOLITANA NORD;12;2020-09-13;2020-09-19;251.335;1.31824;192.0265;107.8104;2175;1610.7134;32495;0;6.8475;223;28;26;2175;0;2131;0;31121;0;0;0
METROPOLITANA NORD;12;2020-09-12;2020-09-18;247.099;1.28826;192.5222;108.0583;2180;1539.5337;31059;0;7.2005;218;28;25;2180;0;2140;0;29720;0;0;0
METROPOLITANA NORD;12;2020-09-11;2020-09-17;215.883;1.12463;193.0179;99.6813;2011;1333.2315;26897;0;7.6555;208;21;26;2011;0;1968;0;25707;0;0;0
METROPOLITANA NORD;12;2020-09-10;2020-09-16;196.876;1.01899;194.8023;98.5412;1988;1312.0164;26469;0;7.6969;212;23;26;1988;0;1943;0;25244;0;0;0
METROPOLITANA NORD;12;2020-09-09;2020-09-15;174.035;0.927384;189.9942;91.9487;1855;1257.7394;25374;0;7.5640;204;22;26;1855;0;1823;0;24101;0;0;0
METROPOLITANA NORD;12;2020-09-08;2020-09-14;163.483;0.895219;185.5331;86.4962;1745;1209.3114;24396;1;7.1762;194;21;24;1744;1;1659;1;23131;1;0;0
METROPOLITANA NORD;12;2020-09-07;2020-09-13;161.647;0.880351;186.4253;83.8691;1692;1182.8916;23863;1;7.2583;186;22;21;1691;1;1642;1;22635;1;0;0
METROPOLITANA NORD;12;2020-09-06;2020-09-12;166.833;0.901968;187.6645;84.2160;1699;1182.8421;23862;1;7.4092;189;22;19;1698;1;1678;1;22660;1;0;0
METROPOLITANA NORD;12;2020-09-05;2020-09-11;172.071;0.924548;188.7550;84.4639;1704;1226.9081;24751;1;7.3278;189;21;19;1703;1;1723;1;23526;1;0;0
METROPOLITANA NORD;12;2020-09-04;2020-09-10;187.885;0.96596;197.1816;93.3366;1883;1394.1506;28125;1;7.1030;192;22;20;1882;1;1898;1;26734;1;0;0
METROPOLITANA NORD;12;2020-09-03;2020-09-09;191.498;0.981764;198.1234;96.2611;1942;1413.8291;28522;1;7.1339;185;20;20;1941;1;1939;1;27193;1;0;0
METROPOLITANA NORD;12;2020-09-02;2020-09-08;197.856;0.989773;203.7742;98.0455;1978;1470.2376;29660;1;6.8990;183;20;20;1977;1;1957;1;28380;1;0;0
METROPOLITANA NORD;12;2020-09-01;2020-09-07;201.587;0.992565;207.8387;99.0369;1998;1527.2408;30810;1;6.7347;171;19;20;1998;0;1992;0;29577;1;0;0
METROPOLITANA NORD;12;2020-08-31;2020-09-06;204.617;0.996696;210.0693;102.5562;2069;1577.1063;31816;1;6.8426;174;23;19;2069;0;2092;0;30572;1;0;0
METROPOLITANA NORD;12;2020-08-30;2020-09-05;205.832;0.997521;211.2589;103.4484;2087;1584.8389;31971;2;6.8373;166;24;23;2087;0;2100;0;30712;2;0;0
METROPOLITANA NORD;12;2020-08-29;2020-09-04;206.854;1.0015;211.3581;104.2911;2104;1565.8543;31587;3;6.7918;162;26;24;2103;1;2061;1;30357;3;0;0
METROPOLITANA NORD;12;2020-08-28;2020-09-03;208.533;1.0014;212.8947;103.8450;2095;1570.2659;31676;3;6.8244;151;27;26;2094;1;2078;1;30461;3;0;0
METROPOLITANA NORD;12;2020-08-27;2020-09-02;209.547;1.00603;212.4981;101.8623;2055;1576.3627;31799;3;6.6662;155;25;25;2054;1;2036;1;30554;3;0;0
METROPOLITANA NORD;12;2020-08-26;2020-09-01;213.617;1.01703;213.1921;105.7286;2133;1652.7471;33340;3;6.5901;152;22;25;2132;1;2116;1;32121;3;0;0
METROPOLITANA NORD;12;2020-08-25;2020-08-31;217.273;1.02348;214.9765;108.8018;2195;1681.0009;33911;2;6.6191;160;19;27;2193;2;2161;1;32661;2;0;0
METROPOLITANA NORD;12;2020-08-24;2020-08-30;216.175;1.02385;213.5886;107.5130;2169;1716.5907;34629;2;6.2539;156;14;26;2167;2;2090;1;33433;2;0;0
METROPOLITANA NORD;12;2020-08-23;2020-08-29;217.587;1.02932;213.8365;107.8104;2175;1744.8445;35200;1;6.2246;147;12;23;2173;2;2116;1;34009;1;0;0
METROPOLITANA NORD;12;2020-08-22;2020-08-28;219.586;1.04869;211.8538;107.0669;2160;1795.7013;36227;0;6.0383;151;11;21;2159;1;2114;0;35010;0;0;0
METROPOLITANA NORD;12;2020-08-21;2020-08-27;225.054;1.07352;212.0520;109.0496;2200;1810.9187;36534;0;5.9833;158;17;18;2199;1;2116;0;35365;0;0;0
METROPOLITANA NORD;12;2020-08-20;2020-08-26;228.57;1.08667;212.9938;110.6358;2232;1740.6312;35116;0;6.4070;150;19;16;2231;1;2176;0;33963;0;0;0
METROPOLITANA NORD;12;2020-08-19;2020-08-25;225.443;1.09177;209.4745;107.4635;2168;1635.9435;33004;0;6.6948;157;22;16;2167;1;2129;0;31801;0;0;0
METROPOLITANA NORD;12;2020-08-18;2020-08-24;224.726;1.1027;205.9552;106.1747;2142;1562.9298;31531;0;7.0532;163;22;15;2142;0;2140;0;30341;0;0;0
METROPOLITANA NORD;12;2020-08-17;2020-08-23;225.233;1.10763;205.5090;106.0756;2140;1464.6364;29548;0;7.5031;157;26;17;2140;0;2129;0;28375;0;0;0
METROPOLITANA NORD;12;2020-08-16;2020-08-22;224.994;1.1051;205.5090;106.0260;2139;1444.5118;29142;0;7.5396;163;27;17;2139;0;2108;0;27959;0;0;0
METROPOLITANA NORD;12;2020-08-15;2020-08-21;220.685;1.06976;208.3344;104.7868;2114;1380.7177;27855;0;7.9087;162;25;18;2114;0;2111;0;26692;0;0;0
METROPOLITANA NORD;12;2020-08-14;2020-08-20;210.05;1.02043;208.3840;103.0023;2078;1321.1865;26654;0;8.2299;164;17;19;2078;0;2096;0;25468;0;0;0
METROPOLITANA NORD;12;2020-08-13;2020-08-19;200.981;0.99349;206.2030;102.3580;2065;1346.3175;27161;0;7.9746;168;16;18;2065;0;2073;0;25995;0;0;0
