NOM;CODI;DATA_INI;DATA_FI;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
ALT PIRINEU I ARAN;71;2021-10-03;2021-10-09;92.6859;1.12376;81.5217;41.4759;29;1454.5194;568;449;3.5880;4;1;0;16;13;18;13;473;391;162;204
ALT PIRINEU I ARAN;71;2021-10-02;2021-10-08;99.0164;1.24417;78.6613;45.7665;32;1633.2951;700;442;3.3827;4;1;0;21;11;22;10;556;390;161;203
ALT PIRINEU I ARAN;71;2021-10-01;2021-10-07;113.316;1.45021;77.2311;47.1967;33;1690.5034;747;435;3.3708;4;1;0;22;11;22;11;597;382;155;185
ALT PIRINEU I ARAN;71;2021-09-30;2021-10-06;114.04;1.40735;80.0915;44.3363;31;1853.5469;864;432;2.9108;4;1;0;21;10;20;11;688;377;162;228
ALT PIRINEU I ARAN;71;2021-09-29;2021-10-05;100.983;1.36839;72.9405;37.1853;26;1790.6178;832;420;2.4319;2;0;0;16;10;15;10;661;367;141;180
ALT PIRINEU I ARAN;71;2021-09-28;2021-10-04;95.0055;1.39696;67.2196;37.1853;26;1983.6956;988;399;2.3277;1;0;0;14;12;14;12;779;338;163;225
ALT PIRINEU I ARAN;71;2021-09-27;2021-10-03;113.779;1.78707;62.9290;42.9061;30;2142.4485;1072;426;2.3064;1;0;0;19;11;18;10;849;365;165;239
ALT PIRINEU I ARAN;71;2021-09-26;2021-10-02;119.341;1.91803;61.4988;40.0457;28;2109.5537;1063;412;2.2538;1;0;0;19;9;18;9;844;354;165;240
ALT PIRINEU I ARAN;71;2021-09-25;2021-10-01;126.37;2.18333;57.2082;32.8947;23;1949.3707;941;422;1.9417;1;0;0;14;9;13;9;769;364;167;240
ALT PIRINEU I ARAN;71;2021-09-24;2021-09-30;112.617;2.1619;51.4874;30.0343;21;1940.7894;931;426;1.9538;1;0;0;13;8;14;8;756;370;206;278
ALT PIRINEU I ARAN;71;2021-09-23;2021-09-29;113.795;2.24694;50.0572;35.7551;25;1754.8627;797;430;2.3144;1;0;0;16;9;16;8;655;382;202;299
ALT PIRINEU I ARAN;71;2021-09-22;2021-09-28;111.731;2.1449;51.4874;35.7551;25;1709.0961;764;431;2.4728;1;0;0;16;9;16;9;629;382;242;347
ALT PIRINEU I ARAN;71;2021-09-21;2021-09-27;98.8471;2.00918;48.6270;30.0343;21;1506.0068;633;420;2.2173;0;0;0;14;7;13;7;523;379;253;332
ALT PIRINEU I ARAN;71;2021-09-20;2021-09-26;67.8387;1.56276;42.9061;20.0228;14;1344.3935;567;373;1.7157;0;0;0;9;5;9;5;482;334;266;333
ALT PIRINEU I ARAN;71;2021-09-19;2021-09-25;61.861;1.37908;44.3363;21.4530;15;1364.4164;568;386;1.8270;0;0;0;10;5;10;5;484;337;266;333
ALT PIRINEU I ARAN;71;2021-09-18;2021-09-24;46.7629;0.95051;48.6270;24.3135;17;1483.1235;666;371;1.9722;0;0;0;10;7;10;7;543;319;266;334
ALT PIRINEU I ARAN;71;2021-09-17;2021-09-23;34.473;0.721939;47.1967;21.4530;15;1445.9382;664;347;1.7986;1;0;0;8;7;8;7;540;294;279;350
ALT PIRINEU I ARAN;71;2021-09-16;2021-09-22;25.6238;0.708333;35.7551;14.3020;10;1787.7574;921;329;1.0945;1;0;0;4;6;5;6;733;272;288;303
ALT PIRINEU I ARAN;71;2021-09-15;2021-09-21;34.4829;0.953231;35.7551;15.7322;11;1813.5011;950;318;1.1788;2;0;0;5;6;6;6;753;265;290;293
ALT PIRINEU I ARAN;71;2021-09-14;2021-09-20;45.6134;1.16752;38.6155;18.5926;13;1913.6155;1034;304;1.3928;2;0;0;8;5;10;5;823;254;303;319
ALT PIRINEU I ARAN;71;2021-09-13;2021-09-19;54.5574;1.2568;42.9061;22.8832;16;1990.8466;1105;287;1.7288;3;0;0;11;5;14;5;867;232;307;366
ALT PIRINEU I ARAN;71;2021-09-12;2021-09-18;55.4507;1.32143;41.4759;22.8832;16;1957.9519;1101;268;1.7544;3;0;0;11;5;14;5;861;222;317;377
ALT PIRINEU I ARAN;71;2021-09-11;2021-09-17;56.4326;1.39286;40.0457;24.3135;17;1936.4988;1089;265;1.7807;3;0;1;13;4;15;4;848;219;317;376
ALT PIRINEU I ARAN;71;2021-09-10;2021-09-16;61.6595;1.33163;45.7665;25.7437;18;1923.6270;1056;289;1.7807;2;0;1;13;5;14;5;822;245;330;440
ALT PIRINEU I ARAN;71;2021-09-09;2021-09-15;52.6379;1.21259;42.9061;21.4530;15;1608.9816;855;270;1.7998;2;0;1;12;3;13;3;657;232;396;525
ALT PIRINEU I ARAN;71;2021-09-08;2021-09-14;48.2379;1.0102;47.1967;20.0228;14;1587.5286;850;260;1.7222;2;0;1;12;2;13;2;653;218;390;519
ALT PIRINEU I ARAN;71;2021-09-07;2021-09-13;42.4466;0.838126;50.0572;20.0228;14;1671.9107;924;245;1.4381;2;0;1;12;2;11;2;703;201;438;546
ALT PIRINEU I ARAN;71;2021-09-06;2021-09-12;39.2633;0.733364;52.9176;20.0228;14;1667.6201;895;271;1.4286;2;0;1;10;4;8;5;677;233;493;537
ALT PIRINEU I ARAN;71;2021-09-05;2021-09-11;35.2073;0.657607;52.9176;18.5926;13;1677.6315;893;280;1.4192;2;0;1;9;4;8;5;676;240;484;525
ALT PIRINEU I ARAN;71;2021-09-04;2021-09-10;30.535;0.586178;51.4874;15.7322;11;1661.8993;885;277;1.3187;2;0;0;7;4;7;5;672;238;483;527
ALT PIRINEU I ARAN;71;2021-09-03;2021-09-09;39.2219;0.695022;55.7780;20.0228;14;1651.8878;896;259;1.6611;2;0;0;8;6;9;6;683;220;486;613
ALT PIRINEU I ARAN;71;2021-09-02;2021-09-08;46.5799;0.76645;60.0686;21.4530;15;2009.4393;1118;287;1.6290;2;0;0;8;7;10;8;862;243;514;653
ALT PIRINEU I ARAN;71;2021-09-01;2021-09-07;55.6573;0.836178;65.7894;27.1739;19;2039.4736;1132;294;1.7730;1;1;0;10;9;11;9;874;254;556;933
ALT PIRINEU I ARAN;71;2021-08-31;2021-09-06;62.4389;0.863018;71.5102;30.0343;21;1942.2196;994;364;2.1938;2;1;0;11;10;14;10;777;317;532;963
ALT PIRINEU I ARAN;71;2021-08-30;2021-09-05;66.1476;0.896351;72.9405;32.8947;23;2058.0663;1054;385;2.0833;1;1;0;14;9;16;8;824;328;499;1081
ALT PIRINEU I ARAN;71;2021-08-29;2021-09-04;70.9222;0.891156;78.6613;34.3249;24;2056.6361;1054;384;2.0851;1;1;0;14;10;15;9;824;327;498;1081
ALT PIRINEU I ARAN;71;2021-08-28;2021-09-03;74.2038;0.869178;84.3821;35.7551;25;2050.9153;1047;387;2.1664;1;1;0;14;11;15;10;824;330;499;1083
ALT PIRINEU I ARAN;71;2021-08-27;2021-09-02;70.8568;0.789813;88.6727;35.7551;25;2178.2036;1087;436;2.2838;1;2;0;14;11;16;12;860;366;490;1427
ALT PIRINEU I ARAN;71;2021-08-26;2021-09-01;71.1857;0.780885;90.1029;38.6155;27;1925.0572;906;440;2.4658;1;2;0;16;11;17;10;723;372;444;1584
ALT PIRINEU I ARAN;71;2021-08-25;2021-08-31;70.9929;0.754808;92.9633;38.6155;27;1903.6041;879;452;2.7778;2;1;0;15;12;18;12;699;381;423;1541
ALT PIRINEU I ARAN;71;2021-08-24;2021-08-30;75.5357;0.803107;92.9633;41.4759;29;1953.6613;935;431;2.7298;2;1;0;16;13;17;13;739;360;472;1631
ALT PIRINEU I ARAN;71;2021-08-23;2021-08-29;80.4111;0.829423;95.8237;40.0457;28;1903.6041;899;432;2.8810;2;1;0;13;15;15;16;707;369;512;1548
ALT PIRINEU I ARAN;71;2021-08-22;2021-08-28;91.2779;0.941511;95.8237;44.3363;31;1926.4874;910;437;3.3149;3;1;0;15;16;18;18;714;372;512;1550
ALT PIRINEU I ARAN;71;2021-08-21;2021-08-27;101.082;0.983897;101.5446;48.6270;34;1979.4050;913;471;3.5714;4;1;0;15;19;19;21;717;403;511;1556
ALT PIRINEU I ARAN;71;2021-08-20;2021-08-26;110.301;1.04421;105.8352;52.9176;37;1900.7437;880;449;3.7348;4;0;0;17;20;20;20;684;387;557;1184
ALT PIRINEU I ARAN;71;2021-08-19;2021-08-25;112.034;1.00552;111.5560;51.4874;36;1892.1624;847;476;3.7843;4;0;1;16;20;19;21;648;409;616;1074
ALT PIRINEU I ARAN;71;2021-08-18;2021-08-24;118.051;0.982935;120.1372;54.3478;38;1910.7551;848;488;3.8679;6;0;1;16;22;19;22;641;419;655;869
ALT PIRINEU I ARAN;71;2021-08-17;2021-08-23;106.73;0.910619;117.2768;51.4874;36;1935.0686;870;483;3.6279;5;0;1;13;23;16;23;657;418;707;840
ALT PIRINEU I ARAN;71;2021-08-16;2021-08-22;112.94;0.886949;127.2883;55.7780;39;1973.6842;878;502;3.8147;7;0;1;17;22;20;22;669;432;760;776
ALT PIRINEU I ARAN;71;2021-08-15;2021-08-21;102.432;0.78655;130.1487;51.4874;36;1972.2540;872;507;3.3484;8;0;1;16;20;18;19;667;438;760;775
ALT PIRINEU I ARAN;71;2021-08-14;2021-08-20;100.472;0.738669;135.8695;52.9176;37;2048.0549;906;526;3.3159;8;0;1;19;18;20;18;689;457;762;772
ALT PIRINEU I ARAN;71;2021-08-13;2021-08-19;104.487;0.662478;157.3226;52.9176;37;2083.8100;918;539;3.2674;9;0;1;19;18;20;18;693;470;907;774
ALT PIRINEU I ARAN;71;2021-08-12;2021-08-18;114.252;0.631666;180.2059;60.0686;42;2258.2951;1052;527;3.4241;9;0;0;23;19;26;18;819;466;1024;755
ALT PIRINEU I ARAN;71;2021-08-11;2021-08-17;120.348;0.585712;204.5194;65.7894;46;2325.5148;1104;522;3.6759;8;0;0;27;19;28;21;875;458;1208;831
ALT PIRINEU I ARAN;71;2021-08-10;2021-08-16;130.002;0.551185;234.5537;65.7894;46;2431.3501;1162;538;3.7383;9;0;0;28;18;31;21;921;470;1234;724
ALT PIRINEU I ARAN;71;2021-08-09;2021-08-15;151.394;0.515403;291.7620;71.5102;50;2481.4073;1175;560;3.8217;9;0;1;28;22;30;24;922;491;1212;735
ALT PIRINEU I ARAN;71;2021-08-08;2021-08-14;148.818;0.485126;304.6338;78.6613;55;2511.4416;1189;567;4.1404;7;0;1;28;27;30;29;932;493;1212;738
ALT PIRINEU I ARAN;71;2021-08-07;2021-08-13;149.94;0.475331;313.2151;82.9519;58;2478.5469;1179;554;4.3665;7;1;1;25;33;28;33;916;481;1215;733
ALT PIRINEU I ARAN;71;2021-08-06;2021-08-12;199.534;0.594379;331.8077;104.4050;73;2713.1006;1336;561;5.3178;7;2;1;33;40;39;43;1055;487;1402;765
ALT PIRINEU I ARAN;71;2021-08-05;2021-08-11;253.279;0.663025;377.5743;120.1372;84;2660.1830;1257;603;6.7199;8;2;1;37;47;46;55;980;523;1572;680
ALT PIRINEU I ARAN;71;2021-08-04;2021-08-10;309.933;0.75686;404.7482;138.7299;97;2848.9702;1297;695;7.0501;6;2;1;39;58;51;63;1009;608;1611;658
ALT PIRINEU I ARAN;71;2021-08-03;2021-08-09;369.433;0.831633;439.0732;168.7643;118;2990.5606;1346;745;7.7416;6;2;1;48;70;59;74;1059;659;1734;823
ALT PIRINEU I ARAN;71;2021-08-02;2021-08-08;439.903;0.886333;491.9908;220.2517;154;3146.4530;1428;772;8.9962;5;2;0;67;87;76;88;1136;687;1717;857
ALT PIRINEU I ARAN;71;2021-08-01;2021-08-07;455.161;0.886077;509.1533;225.9725;158;3190.7894;1434;797;8.9334;6;2;0;69;89;77;88;1138;709;1718;866
ALT PIRINEU I ARAN;71;2021-07-31;2021-08-06;477.264;0.906132;522.0251;230.2631;161;3076.3729;1374;777;9.5212;8;1;0;74;87;83;88;1108;688;1716;882
ALT PIRINEU I ARAN;71;2021-07-30;2021-08-05;474.764;0.874945;537.7574;227.4027;159;3113.5583;1343;834;9.1809;11;0;0;72;87;80;87;1078;741;1738;1028
ALT PIRINEU I ARAN;71;2021-07-29;2021-08-04;513.801;0.887706;573.5125;257.4370;180;3169.3363;1356;860;9.7087;13;1;1;84;96;86;94;1099;755;1465;1371
ALT PIRINEU I ARAN;71;2021-07-28;2021-08-03;527.6;0.851913;613.5583;266.0183;186;3303.7757;1488;822;9.6842;15;1;1;92;94;93;91;1184;716;1337;1583
ALT PIRINEU I ARAN;71;2021-07-27;2021-08-02;531.094;0.830393;633.5812;270.3089;189;3170.7665;1395;822;10.6502;17;1;1;89;100;91;99;1074;710;1286;1799
ALT PIRINEU I ARAN;71;2021-07-26;2021-08-01;542.812;0.811974;662.1853;271.7391;190;3195.0800;1405;829;11.0987;19;1;1;81;109;92;107;1073;720;1294;1915
ALT PIRINEU I ARAN;71;2021-07-25;2021-07-31;563.437;0.82497;676.4874;283.1807;198;3203.6613;1408;832;11.5342;21;1;1;82;116;93;116;1082;730;1294;1908
ALT PIRINEU I ARAN;71;2021-07-24;2021-07-30;578.481;0.817551;700.8009;291.7620;204;3273.7414;1424;865;11.4684;19;1;1;82;122;92;122;1107;759;1299;1900
ALT PIRINEU I ARAN;71;2021-07-23;2021-07-29;613.715;0.801763;758.0091;310.3546;217;3403.8901;1503;877;11.5265;21;1;1;88;129;93;129;1157;769;981;1942
ALT PIRINEU I ARAN;71;2021-07-22;2021-07-28;624.597;0.78198;790.9038;316.0755;221;3405.3203;1495;886;11.7495;20;1;0;86;135;93;134;1144;788;1010;1708
ALT PIRINEU I ARAN;71;2021-07-21;2021-07-27;652.877;0.805708;802.3455;347.5400;243;3461.0983;1489;931;12.5063;21;3;0;88;155;98;152;1155;844;948;1791
ALT PIRINEU I ARAN;71;2021-07-20;2021-07-26;702.094;0.81823;849.5423;363.2723;254;3432.4942;1441;959;13.6162;18;4;0;92;162;112;164;1150;877;757;1666
ALT PIRINEU I ARAN;71;2021-07-19;2021-07-25;760.021;0.833719;901.0297;390.4462;273;3119.2791;1258;923;15.0678;17;4;0;101;172;106;172;1007;838;714;1555
ALT PIRINEU I ARAN;71;2021-07-18;2021-07-24;776.755;0.849379;903.8901;393.3066;275;3067.7917;1240;905;15.6527;16;4;1;98;177;104;179;986;822;715;1558
ALT PIRINEU I ARAN;71;2021-07-17;2021-07-23;835.837;0.881891;936.7848;409.0389;286;3029.1762;1224;894;16.2843;18;4;1;105;181;111;180;972;815;709;1560
ALT PIRINEU I ARAN;71;2021-07-16;2021-07-22;897.691;0.93291;951.0869;447.6544;313;2830.3775;1109;870;18.8856;16;4;2;111;202;116;206;906;799;732;1572
ALT PIRINEU I ARAN;71;2021-07-15;2021-07-21;950.461;0.974561;963.9588;474.8283;332;2866.1327;1152;852;19.4253;16;4;2;117;215;118;220;959;781;869;1826
ALT PIRINEU I ARAN;71;2021-07-14;2021-07-20;983.171;1.02483;948.2265;454.8054;318;2611.5560;1021;805;20.1246;13;2;2;110;208;106;217;874;731;882;2048
ALT PIRINEU I ARAN;71;2021-07-13;2021-07-19;1047.4;1.08849;951.0869;486.2700;340;2650.1716;1094;759;20.3794;15;1;2;123;217;112;221;942;692;1125;2230
ALT PIRINEU I ARAN;71;2021-07-12;2021-07-18;1084.6;1.14963;932.4942;510.5835;357;2876.1441;1248;763;20.2468;14;1;2;129;228;135;226;1081;702;1241;2374
ALT PIRINEU I ARAN;71;2021-07-11;2021-07-17;1118.3;1.18353;933.9244;510.5835;357;2953.3752;1290;775;19.4323;13;1;1;131;226;137;219;1122;710;1248;2369
ALT PIRINEU I ARAN;71;2021-07-10;2021-07-16;1155.24;1.23396;926.7734;527.7459;369;3099.2562;1345;822;19.3364;10;1;1;128;241;137;236;1171;758;1261;2374
ALT PIRINEU I ARAN;71;2021-07-09;2021-07-15;1128.83;1.24223;899.5995;503.4324;352;3186.4988;1379;849;17.8931;8;2;0;124;228;136;219;1192;792;1510;2653
ALT PIRINEU I ARAN;71;2021-07-08;2021-07-14;1111.97;1.22759;896.7391;489.1304;342;3222.2540;1391;862;17.4367;7;2;0;120;222;134;217;1212;801;1731;3000
ALT PIRINEU I ARAN;71;2021-07-07;2021-07-13;1091.05;1.15292;936.7848;493.4210;345;3162.1853;1381;830;18.1772;8;2;0;124;221;144;213;1191;773;1881;2854
ALT PIRINEU I ARAN;71;2021-07-06;2021-07-12;973.168;1.0865;886.7276;464.8169;325;3166.4759;1352;862;17.0072;6;2;0;115;210;133;200;1164;794;2051;3258
ALT PIRINEU I ARAN;71;2021-07-05;2021-07-11;866.624;1.03978;825.2288;421.9107;295;3019.1647;1277;834;16.4509;7;3;0;109;186;122;183;1090;764;2120;3488
ALT PIRINEU I ARAN;71;2021-07-04;2021-07-10;877.551;1.08298;802.3455;423.3409;296;3043.4782;1289;839;16.3102;8;3;0;113;183;124;181;1101;769;2132;3491
ALT PIRINEU I ARAN;71;2021-07-03;2021-07-09;931.42;1.22143;755.1487;399.0274;279;2909.0389;1253;781;15.9218;8;3;0;108;171;116;169;1075;715;2128;3484
ALT PIRINEU I ARAN;71;2021-07-02;2021-07-08;1221.7;1.70912;707.9519;396.1670;277;2853.2608;1279;716;15.7323;7;2;0;113;164;115;160;1097;651;2205;3814
ALT PIRINEU I ARAN;71;2021-07-01;2021-07-07;1455.33;2.27034;635.0114;407.6086;285;2748.8558;1233;689;16.8263;7;1;0;124;161;131;150;1043;627;2035;3642
ALT PIRINEU I ARAN;71;2021-06-30;2021-07-06;1697.82;2.86882;586.3844;443.3638;310;2777.4599;1252;690;17.7896;7;1;0;146;164;145;156;1062;630;2199;3706
ALT PIRINEU I ARAN;71;2021-06-29;2021-07-05;1869.91;3.47386;533.4668;421.9107;295;2521.4530;1146;617;18.3344;8;2;0;141;154;135;149;979;570;2261;3409
ALT PIRINEU I ARAN;71;2021-06-28;2021-07-04;1799.48;3.87415;460.5263;403.3180;282;2451.3729;1065;649;17.8289;7;1;0;127;155;123;148;923;597;2241;3495
ALT PIRINEU I ARAN;71;2021-06-27;2021-07-03;1778.1;4.08248;431.9221;379.0045;265;2302.6315;1004;606;17.9523;6;1;0;121;144;118;138;867;559;2231;3499
ALT PIRINEU I ARAN;71;2021-06-26;2021-07-02;1792.94;4.45714;397.5972;356.1212;249;2228.2608;972;586;17.2993;7;1;0;120;129;115;122;831;539;2234;3492
ALT PIRINEU I ARAN;71;2021-06-25;2021-07-01;1522.07;4.45714;337.5286;311.7848;218;1935.0686;815;538;17.7311;6;1;0;105;113;105;106;702;488;2000;3026
ALT PIRINEU I ARAN;71;2021-06-24;2021-06-30;1141.55;4.45714;253.1464;227.4027;159;1560.3546;658;433;15.5370;5;1;0;73;86;69;80;568;391;1615;2367
ALT PIRINEU I ARAN;71;2021-06-23;2021-06-29;688.106;4.17143;163.0434;143.0205;100;1347.2540;552;390;11.2591;4;1;0;43;57;41;52;481;345;1652;2368
ALT PIRINEU I ARAN;71;2021-06-22;2021-06-28;472.814;3.67143;127.2883;111.5560;78;1222.8260;497;358;9.5687;3;0;0;31;47;34;37;431;311;1748;2229
ALT PIRINEU I ARAN;71;2021-06-21;2021-06-27;231.277;3.2619;70.0800;57.2082;40;1091.2471;502;261;5.1360;2;0;0;21;19;18;16;439;223;1978;2284
ALT PIRINEU I ARAN;71;2021-06-20;2021-06-26;199.815;2.9381;67.2196;52.9176;37;1088.3867;511;250;4.8338;2;0;0;21;16;18;14;449;213;1972;2280
ALT PIRINEU I ARAN;71;2021-06-19;2021-06-25;138.043;2.27143;60.0686;41.4759;29;1044.0503;495;235;4.0752;1;0;0;18;11;16;10;439;199;1968;2287
ALT PIRINEU I ARAN;71;2021-06-18;2021-06-24;76.8263;1.65918;45.7665;25.7437;18;1001.1441;473;227;2.6144;1;0;0;10;8;9;7;418;194;2355;2384
ALT PIRINEU I ARAN;71;2021-06-17;2021-06-23;50.9665;1.06735;47.1967;25.7437;18;1101.2585;500;270;2.5074;1;0;0;10;8;10;7;441;237;2931;2675
ALT PIRINEU I ARAN;71;2021-06-16;2021-06-22;31.6536;0.810204;38.6155;20.0228;14;1137.0137;522;273;1.8336;2;1;0;4;10;5;8;465;244;2844;2831
ALT PIRINEU I ARAN;71;2021-06-15;2021-06-21;25.656;0.738775;34.3249;15.7322;11;1202.8032;549;292;1.3405;4;1;0;6;5;5;5;483;263;3215;2631
ALT PIRINEU I ARAN;71;2021-06-14;2021-06-20;27.1227;0.814966;32.8947;12.8718;9;1232.8375;532;330;1.3038;5;1;0;6;3;6;4;465;302;3244;2197
ALT PIRINEU I ARAN;71;2021-06-13;2021-06-19;32.0828;1.00782;31.4645;14.3020;10;1252.8604;531;345;1.7949;4;1;0;7;3;10;4;464;316;3240;2195
ALT PIRINEU I ARAN;71;2021-06-12;2021-06-18;43.0499;1.29354;32.8947;18.5926;13;1264.3020;527;357;1.9084;4;1;0;9;4;11;4;459;327;3236;2191
ALT PIRINEU I ARAN;71;2021-06-11;2021-06-17;51.5399;1.54864;32.8947;20.0228;14;1264.3020;535;349;1.9157;4;1;0;10;4;11;4;463;320;3564;1936
ALT PIRINEU I ARAN;71;2021-06-10;2021-06-16;58.1345;1.54524;37.1853;21.4530;15;1268.5926;539;348;2.0356;4;1;0;10;5;11;5;467;319;3328;2006
ALT PIRINEU I ARAN;71;2021-06-09;2021-06-15;53.3885;1.47585;35.7551;18.5926;13;1219.9656;521;332;1.7310;3;0;0;10;3;10;3;446;305;3181;1884
ALT PIRINEU I ARAN;71;2021-06-08;2021-06-14;56.1119;1.38494;40.0457;18.5926;13;1224.2562;553;303;1.9973;2;0;0;8;5;10;5;472;279;2642;2409
ALT PIRINEU I ARAN;71;2021-06-07;2021-06-13;52.9205;1.26113;41.4759;20.0228;14;1260.0114;579;302;1.8041;1;0;0;8;6;9;5;498;278;2430;2354
ALT PIRINEU I ARAN;71;2021-06-06;2021-06-12;41.0983;1.05195;38.6155;17.1624;12;1239.9885;578;289;1.3123;1;0;0;6;6;5;5;497;265;2437;2353
ALT PIRINEU I ARAN;71;2021-06-05;2021-06-11;39.8392;1.14719;34.3249;14.3020;10;1241.4187;583;285;1.4512;1;0;0;5;5;6;5;501;257;2434;2361
ALT PIRINEU I ARAN;71;2021-06-04;2021-06-10;40.6379;1.12338;35.7551;12.8718;9;1287.1853;613;287;1.5209;2;0;0;4;5;7;5;533;256;1866;2391
ALT PIRINEU I ARAN;71;2021-06-03;2021-06-09;48.6495;1.20076;40.0457;15.7322;11;1383.0091;667;300;1.6490;2;0;0;7;4;9;5;581;268;1898;2558
ALT PIRINEU I ARAN;71;2021-06-02;2021-06-08;56.8497;1.19055;47.1967;17.1624;12;1381.5789;645;321;1.7730;3;0;0;7;5;9;6;559;287;1789;2627
ALT PIRINEU I ARAN;71;2021-06-01;2021-06-07;58.0423;1.21553;47.1967;21.4530;15;1418.7643;643;349;1.6092;3;0;0;10;5;10;4;560;310;1413;2555
ALT PIRINEU I ARAN;71;2021-05-31;2021-06-06;58.7363;1.19388;48.6270;21.4530;15;1477.4027;702;331;1.6611;4;0;0;11;4;12;3;607;296;1196;2621
ALT PIRINEU I ARAN;71;2021-05-30;2021-06-05;62.0141;1.2245;50.0572;21.4530;15;1520.3089;723;340;1.6181;4;0;0;11;4;12;3;623;304;1191;2626
ALT PIRINEU I ARAN;71;2021-05-29;2021-06-04;53.2141;1.08164;48.6270;20.0228;14;1531.7505;739;332;1.4989;5;0;0;10;4;11;3;633;301;1189;2629
ALT PIRINEU I ARAN;71;2021-05-28;2021-06-03;57.8728;0.930123;61.4988;22.8832;16;1567.5057;753;343;1.4614;4;0;0;11;5;10;4;642;316;989;3013
ALT PIRINEU I ARAN;71;2021-05-27;2021-06-02;53.2712;0.876552;60.0686;24.3135;17;1531.7505;736;335;1.5086;4;0;0;10;7;9;5;621;307;879;3169
ALT PIRINEU I ARAN;71;2021-05-26;2021-06-01;57.7369;0.867422;65.7894;30.0343;21;1671.9107;829;340;1.8682;3;0;0;13;8;13;6;705;312;848;2769
ALT PIRINEU I ARAN;71;2021-05-25;2021-05-31;56.692;0.851723;65.7894;25.7437;18;1660.4691;825;336;1.8849;2;0;0;11;7;12;7;700;308;1040;2702
ALT PIRINEU I ARAN;71;2021-05-24;2021-05-30;57.8889;0.869705;65.7894;27.1739;19;1591.8192;759;354;2.3760;2;0;0;10;9;12;11;649;319;1000;3010
ALT PIRINEU I ARAN;71;2021-05-23;2021-05-29;68.5738;0.929229;72.9405;28.6041;20;1558.9244;745;345;2.5131;2;0;0;11;9;13;11;643;312;999;3004
ALT PIRINEU I ARAN;71;2021-05-22;2021-05-28;65.8875;0.875658;74.3707;28.6041;20;1576.0869;742;360;2.4666;1;0;0;11;9;13;11;646;327;999;3005
ALT PIRINEU I ARAN;71;2021-05-21;2021-05-27;73.7176;0.863483;84.3821;38.6155;27;1571.7963;744;355;2.8777;1;0;0;16;11;17;11;651;322;1077;2917
ALT PIRINEU I ARAN;71;2021-05-20;2021-05-26;86.8448;0.779449;110.1258;35.7551;25;1527.4599;719;349;2.7397;5;0;0;15;10;16;10;632;317;1251;2412
ALT PIRINEU I ARAN;71;2021-05-19;2021-05-25;85.7729;0.74096;114.4164;35.7551;25;1435.9267;653;351;2.9246;6;0;0;14;11;15;11;572;317;1602;2241
ALT PIRINEU I ARAN;71;2021-05-18;2021-05-24;89.0098;0.723691;121.5675;40.0457;28;1503.1464;698;353;3.2293;7;0;0;16;12;18;12;606;323;2133;1657
ALT PIRINEU I ARAN;71;2021-05-17;2021-05-23;93.9368;0.729425;127.2883;38.6155;27;1600.4004;765;354;3.1536;6;0;0;17;10;22;9;663;320;2197;1263
ALT PIRINEU I ARAN;71;2021-05-16;2021-05-22;96.5088;0.732926;130.1487;44.3363;31;1664.7597;794;370;3.1403;6;0;0;20;11;22;10;686;333;2199;1260
ALT PIRINEU I ARAN;71;2021-05-15;2021-05-21;112.898;0.804355;138.7299;45.7665;32;1713.3867;825;373;3.5543;9;0;0;20;12;26;11;709;332;2204;1243
ALT PIRINEU I ARAN;71;2021-05-14;2021-05-20;130.244;0.865481;148.7414;45.7665;32;1792.0480;864;389;3.6697;12;0;0;19;13;26;14;741;349;2248;579
ALT PIRINEU I ARAN;71;2021-05-13;2021-05-19;158.593;0.96142;163.0434;74.3707;52;1895.0228;938;387;4.6432;9;0;0;35;17;37;17;815;348;2508;612
ALT PIRINEU I ARAN;71;2021-05-12;2021-05-18;168.466;1.00367;165.9038;78.6613;55;2015.1601;1017;392;4.9075;8;0;0;36;19;42;19;890;353;2815;875
ALT PIRINEU I ARAN;71;2021-05-11;2021-05-17;189.59;1.02362;183.0663;81.5217;57;2053.7757;1019;417;4.7994;9;0;0;38;19;42;19;899;372;2479;832
ALT PIRINEU I ARAN;71;2021-05-10;2021-05-16;210.366;1.03108;201.6590;88.6727;62;2085.2402;1033;425;4.8400;9;0;0;39;23;40;22;896;385;2476;748
ALT PIRINEU I ARAN;71;2021-05-09;2021-05-15;201.683;1.00274;198.7986;85.8123;60;2058.0663;1018;421;5.2133;9;0;0;38;22;44;22;883;383;2476;748
ALT PIRINEU I ARAN;71;2021-05-08;2021-05-14;192.614;0.94407;203.0892;92.9633;65;2032.3226;1006;415;5.1834;7;1;0;43;22;43;22;873;381;2469;748
ALT PIRINEU I ARAN;71;2021-05-07;2021-05-13;205.304;0.971804;210.2402;102.9748;72;2103.8329;1042;429;5.7498;5;1;0;48;24;51;23;903;384;2540;842
